seq,latitude,longitude,x,y,option
3028,37.2886613,127.1069694,332196.246009787,4128575.05290762,0
3031,37.2886646,127.1069661,332195.960791333,4128575.42491682,0
3034,37.2886677,127.1069628,332195.675128557,4128575.77473506,0
3037,37.2886704,127.1069591,332195.353116482,4128576.08088139,0
3040,37.2886732,127.1069554,332195.031326605,4128576.39812323,0
3043,37.2886758,127.1069515,332194.69136209,4128576.69352912,0
3046,37.2886784,127.1069473,332194.324802132,4128576.98946759,0
3049,37.2886807,127.1069428,332193.930980206,4128577.25265214,0
3052,37.2886827,127.1069381,332193.518761459,4128577.48290526,0
3055,37.2886843,127.1069332,332193.087923717,4128577.66913147,0
3058,37.2886855,127.1069281,332192.638466966,4128577.81133078,0
3061,37.2886867,127.1069232,332192.20674054,4128577.95317507,0
3064,37.2886875,127.1069181,332191.756395098,4128578.05099245,0
3067,37.2886882,127.1069128,332191.28809718,4128578.1380694,0
3070,37.2886886,127.1069075,332190.819132726,4128578.1918599,0
3073,37.2886888,127.1069021,332190.340858758,4128578.22363696,0
3076,37.2886888,127.106897,332189.888735891,4128578.23269051,0
3079,37.2886886,127.1068917,332189.418438349,4128578.21990813,0
3082,37.2886883,127.1068866,332188.96564893,4128578.19567525,0
3085,37.2886879,127.1068813,332188.494907015,4128578.16070194,0
3088,37.2886875,127.1068761,332188.033030247,4128578.12555114,0
3091,37.2886871,127.1068708,332187.562288321,4128578.09057788,0
3094,37.2886865,127.1068655,332187.091102016,4128578.03341367,0
3097,37.2886858,127.1068601,332186.610828365,4128577.96533151,0
3100,37.2886854,127.1068549,332186.148951572,4128577.93018081,0
3103,37.2886845,127.1068496,332185.677098683,4128577.8397302,0
3106,37.2886838,127.1068443,332185.205690157,4128577.7714706,0
3109,37.2886832,127.1068392,332184.752234123,4128577.71395147,0
3112,37.2886826,127.1068339,332184.281047772,4128577.65678741,0
3115,37.2886821,127.1068288,332183.82781391,4128577.61036382,0
3118,37.2886821,127.1068236,332183.366825844,4128577.61959524,0
3121,37.2886823,127.1068187,332182.932877624,4128577.65048509,0
3124,37.288683,127.1068137,332182.49117521,4128577.73702995,0
3127,37.2886841,127.1068089,332182.068091885,4128577.86760174,0
3130,37.2886855,127.1068043,332181.663405461,4128578.03110498,0
3133,37.2886871,127.1067998,332181.268028596,4128578.2166217,0
3136,37.2886891,127.1067954,332180.882405676,4128578.44634287,0
3139,37.2886912,127.106791,332180.497004974,4128578.68715955,0
3142,37.2886935,127.1067867,332180.120913835,4128578.94998971,0
3145,37.288696,127.1067824,332179.745267111,4128579.23501086,0
3148,37.2886986,127.1067781,332179.369842611,4128579.53112753,0
3151,37.2887015,127.1067739,332179.003949878,4128579.86035317,0
3154,37.2887044,127.1067699,332178.655787478,4128580.18922375,0
3157,37.2887076,127.1067662,332178.334887158,4128580.55084823,0
3160,37.2887109,127.1067628,332178.040804521,4128580.92303561,0
3163,37.2887144,127.1067597,332177.773761759,4128581.31688139,0
3166,37.2887179,127.1067569,332177.533314476,4128581.71019458,0
3169,37.2887216,127.1067544,332177.31990707,4128582.12516616,0
3172,37.2887253,127.1067522,332177.133095132,4128582.53960514,0
3175,37.2887293,127.1067506,332177.000140715,4128582.9862654,0
3178,37.2887331,127.1067492,332176.884472212,4128583.41037961,0
3181,37.2887374,127.1067481,332176.796510168,4128583.88943867,0
3184,37.2887416,127.1067474,332176.743786528,4128584.35669211,0
3187,37.2887454,127.1067465,332176.672443802,4128584.77991865,0
3190,37.2887494,127.1067458,332176.619275778,4128585.2249811,0
3193,37.2887538,127.1067452,332176.575861709,4128585.71424799,0
3196,37.2887579,127.1067448,332176.549511343,4128586.16987333,0
3199,37.2887621,127.1067445,332176.532248323,4128586.63641663,0
3202,37.288766,127.1067444,332176.532048998,4128587.06931839,0
3205,37.2887701,127.1067444,332176.54115922,4128587.52423359,0
3208,37.2887742,127.1067448,332176.585730023,4128587.97843865,0
3211,37.2887784,127.1067456,332176.665983596,4128588.44302907,0
3214,37.2887824,127.1067469,332176.79011848,4128588.88454082,0
3217,37.2887864,127.1067488,332176.967444211,4128589.32498737,0
3220,37.2887901,127.1067511,332177.179563895,4128589.73143731,0
3223,37.2887936,127.1067539,332177.435564871,4128590.11480859,0
3226,37.2887975,127.1067575,332177.763375755,4128590.54114158,0
3229,37.2888005,127.1067611,332178.089186817,4128590.86761514,0
3232,37.288803,127.1067651,332178.449347427,4128591.13790113,0
3235,37.2888053,127.1067693,332178.8267939,4128591.38564107,0
3238,37.2888072,127.1067739,332179.238812123,4128591.58828893,0
3241,37.2888088,127.1067788,332179.676759155,4128591.75711773,0
3244,37.28881,127.1067839,332180.131547664,4128591.88120953,0
3247,37.2888108,127.106789,332180.585447376,4128591.96091937,0
3250,37.2888112,127.1067942,332181.047323441,4128591.99606974,0
3253,37.2888113,127.1067995,332181.517398055,4128591.99775613,0
3256,37.2888113,127.1068047,332181.978385336,4128591.98852458,0
3259,37.2888111,127.1068098,332182.430063089,4128591.95727959,0
3262,37.2888108,127.106815,332182.890383793,4128591.91476162,0
3265,37.2888104,127.1068202,332183.350482307,4128591.86114817,0
3268,37.2888099,127.1068255,332183.819223776,4128591.79626173,0
3271,37.2888093,127.1068307,332184.278877917,4128591.72045735,0
3274,37.2888088,127.106836,332184.747619399,4128591.65557096,0
3277,37.2888082,127.1068413,332185.216138694,4128591.57958911,0
3280,37.2888074,127.1068464,332185.666483339,4128591.48177134,0
3283,37.2888066,127.1068515,332186.116827993,4128591.38395361,0
3286,37.2888056,127.1068567,332186.575593423,4128591.26376738,0
3289,37.2888046,127.1068618,332187.025493723,4128591.14375871,0
3292,37.2888034,127.1068669,332187.474949664,4128591.00155908,0
3295,37.2888024,127.106872,332187.924849988,4128590.88155045,0
3298,37.2888012,127.1068771,332188.374305954,4128590.73935087,0
3301,37.2888001,127.1068821,332188.815118978,4128590.60842433,0
3304,37.2887992,127.1068872,332189.265241523,4128590.49951127,0
3307,37.2887982,127.1068923,332189.715141897,4128590.37950274,0
3310,37.2887973,127.1068974,332190.165264464,4128590.27058973,0
3313,37.2887965,127.1069025,332190.615609223,4128590.17277224,0
3316,37.2887956,127.1069077,332191.074596954,4128590.06368176,0
3319,37.2887945,127.1069127,332191.515410048,4128589.93275536,0
3322,37.2887935,127.1069178,332191.965310476,4128589.81274696,0
3325,37.2887923,127.1069229,332192.41476656,4128589.6705476,0
3328,37.2887911,127.1069279,332192.855357513,4128589.52852577,0
3331,37.2887898,127.106933,332193.304591443,4128589.37523097,0
3334,37.2887884,127.106938,332193.744738071,4128589.21101821,0
3337,37.2887872,127.1069431,332194.19419421,4128589.06881895,0
3340,37.2887859,127.1069482,332194.643428187,4128588.91552421,0
3343,37.2887845,127.1069531,332195.074709717,4128588.75148904,0
3346,37.2887832,127.1069582,332195.523943724,4128588.59819436,0
3349,37.2887819,127.1069631,332195.955447461,4128588.44525473,0
3352,37.2887805,127.1069681,332196.395594183,4128588.28104211,0
3355,37.288779,127.1069729,332196.817788459,4128588.10608906,0
3358,37.2887775,127.1069776,332197.231117608,4128587.93131353,0
3361,37.2887757,127.1069821,332197.626049968,4128587.72360658,0
3364,37.2887741,127.1069869,332198.048022123,4128587.5375581,0
3367,37.2887727,127.1069919,332198.488168927,4128587.3733456,0
3370,37.2887713,127.1069968,332198.919450603,4128587.20931063,0
3373,37.28877,127.1070018,332199.359819609,4128587.05619367,0
3376,37.2887685,127.1070069,332199.808609436,4128586.88070823,0
3379,37.2887672,127.1070118,332200.240113331,4128586.72776883,0
3382,37.2887657,127.1070169,332200.688903192,4128586.55228345,0
3385,37.2887644,127.1070218,332201.120407116,4128586.39934409,0
3388,37.288763,127.1070267,332201.551688888,4128586.23530926,0
3391,37.2887615,127.1070316,332201.98274851,4128586.06017896,0
3394,37.2887598,127.1070364,332202.40449867,4128585.86303521,0
3397,37.2887581,127.1070411,332202.817383701,4128585.66606899,0
3400,37.2887564,127.1070459,332203.239133899,4128585.46892528,0
3403,37.2887548,127.1070507,332203.66110628,4128585.28287709,0
3406,37.2887531,127.1070555,332204.082856517,4128585.08573343,0
3409,37.2887513,127.1070603,332204.504384608,4128584.87749429,0
3412,37.2887497,127.107065,332204.917491897,4128584.69162367,0
3415,37.288748,127.1070699,332205.348107336,4128584.49430257,0
3418,37.2887464,127.1070748,332205.778944956,4128584.30807698,0
3421,37.2887448,127.1070796,332206.200917446,4128584.12202892,0
3424,37.2887432,127.1070845,332206.631755102,4128583.93580338,0
3427,37.2887418,127.1070894,332207.063037096,4128583.77176884,0
3430,37.2887403,127.1070942,332207.485231799,4128583.59681634,0
3433,37.2887388,127.1070991,332207.916291669,4128583.42168636,0
3436,37.2887374,127.1071039,332208.338708564,4128583.25782939,0
3439,37.288736,127.1071088,332208.769990622,4128583.09379495,0
3442,37.2887347,127.1071137,332209.201494853,4128582.94085602,0
3445,37.2887333,127.1071185,332209.623911794,4128582.77699912,0
3448,37.288732,127.1071236,332210.073146353,4128582.62370524,0
3451,37.2887306,127.1071286,332210.513293623,4128582.45949338,0
3454,37.2887294,127.1071336,332210.95388522,4128582.31747254,0
3457,37.2887281,127.1071386,332211.394254675,4128582.16435623,0
3460,37.2887268,127.1071436,332211.834624145,4128582.01123994,0
3463,37.2887255,127.1071485,332212.266128481,4128581.85830117,0
3466,37.2887241,127.1071534,332212.697410679,4128581.69426693,0
3469,37.2887226,127.1071583,332213.128470744,4128581.51913723,0
3472,37.2887209,127.1071631,332213.550221371,4128581.32199406,0
3475,37.2887193,127.1071677,332213.954463865,4128581.13630139,0
3478,37.2887177,127.1071726,332214.385301832,4128580.95007626,0
3481,37.2887162,127.1071774,332214.807496814,4128580.77512413,0
3484,37.2887146,127.1071823,332215.238334814,4128580.58889905,0
3487,37.288713,127.107187,332215.651442531,4128580.40302897,0
3490,37.2887114,127.1071918,332216.073415416,4128580.21698142,0
3493,37.2887099,127.1071965,332216.486745315,4128580.04220688,0
3496,37.2887082,127.1072012,332216.899630938,4128579.84524137,0
3499,37.2887067,127.107206,332217.321826022,4128579.67028938,0
3502,37.2887051,127.1072108,332217.743798978,4128579.48424192,0
3505,37.2887036,127.1072156,332218.165994097,4128579.30928997,0
3508,37.288702,127.1072204,332218.587967087,4128579.12324256,0
3511,37.2887005,127.1072253,332219.019027392,4128578.94811316,0
3514,37.288699,127.1072302,332219.450087714,4128578.77298379,0
3517,37.2886974,127.107235,332219.872060758,4128578.58693644,0
3520,37.2886957,127.1072397,332220.284946525,4128578.38997111,0
3523,37.2886939,127.1072444,332220.697610169,4128578.1819103,0
3526,37.288692,127.107249,332221.101186539,4128577.96293152,0
3529,37.28869,127.1072536,332221.504540789,4128577.73285726,0
3532,37.2886879,127.1072579,332221.881077459,4128577.49221999,0
3535,37.2886854,127.1072623,332222.265590745,4128577.20702329,0
3538,37.2886829,127.1072664,332222.623508597,4128576.92235906,0
3541,37.2886804,127.1072706,332222.990291625,4128576.63751736,0
3544,37.2886777,127.1072744,332223.321169785,4128576.33119464,0
3547,37.2886748,127.1072778,332223.61614307,4128576.00339089,0
3550,37.2886718,127.1072814,332223.928624554,4128575.66413668,0
3553,37.2886685,127.1072845,332224.196113875,4128575.29248344,0
3556,37.2886649,127.1072873,332224.436341342,4128574.88807618,0
3559,37.2886611,127.1072897,332224.640663933,4128574.46218789,0
3562,37.2886573,127.1072915,332224.7917956,4128574.0373645,0
3565,37.2886533,127.1072926,332224.880426909,4128573.59159251,0
3568,37.288649,127.1072929,332224.897470555,4128573.11395393,0
3571,37.2886448,127.1072925,332224.85268023,4128572.64865321,0
3574,37.2886408,127.1072916,332224.764008374,4128572.2064309,0
3577,37.2886366,127.1072904,332224.648296761,4128571.74255005,0
3580,37.2886328,127.1072892,332224.53347368,4128571.32305118,0
3583,37.288629,127.1072883,332224.445246071,4128570.90301985,0
3586,37.2886255,127.1072872,332224.33995454,4128570.51662997,0
3589,37.2886218,127.1072861,332224.234218731,4128570.10804911,0
3592,37.2886179,127.1072851,332224.136903801,4128569.67709978,0
3595,37.288614,127.107284,332224.030723699,4128569.24632793,0
3598,37.2886098,127.1072828,332223.915012016,4128568.7824471,0
3601,37.2886056,127.1072816,332223.799300322,4128568.31856626,0
3604,37.2886013,127.1072806,332223.701096808,4128567.84323497,0
3607,37.2885972,127.1072794,332223.58560723,4128567.39044963,0
3610,37.2885932,127.1072779,332223.443744283,4128566.94929224,0
3613,37.2885892,127.1072764,332223.301881321,4128566.50813485,0
3616,37.2885852,127.1072749,332223.160018348,4128566.06697747,0
3619,37.2885812,127.1072732,332223.00042503,4128565.62617505,0
3622,37.2885772,127.1072715,332222.840831694,4128565.18537264,0
3625,37.2885732,127.1072699,332222.690103512,4128564.74439275,0
3628,37.2885693,127.1072684,332222.548462621,4128564.31433086,0
3631,37.2885653,127.1072667,332222.388869241,4128563.87352846,0
3634,37.2885615,127.1072649,332222.220854954,4128563.45509453,0
3637,37.2885576,127.1072628,332222.026023008,4128563.02609756,0
3640,37.2885537,127.1072606,332221.822325872,4128562.59727809,0
3643,37.2885499,127.1072584,332221.618850856,4128562.17955412,0
3646,37.2885461,127.1072561,332221.40651065,4128561.76200763,0
3649,37.2885423,127.1072539,332221.203035595,4128561.34428366,0
3652,37.2885384,127.1072517,332220.999338382,4128560.91546421,0
3655,37.2885345,127.1072494,332220.78677598,4128560.48682225,0
3658,37.2885307,127.1072472,332220.583300865,4128560.0690983,0
3661,37.2885268,127.1072451,332220.388468767,4128559.64010137,0
3664,37.288523,127.107243,332220.19385879,4128559.22219994,0
3667,37.2885191,127.1072411,332220.016757001,4128558.79284804,0
3670,37.2885153,127.1072392,332219.839877338,4128558.37459164,0
3673,37.2885115,127.1072373,332219.662997657,4128557.95633525,0
3676,37.2885076,127.1072353,332219.477030646,4128557.52716085,0
3679,37.2885036,127.1072333,332219.290841473,4128557.08689096,0
3732,37.2885001,127.1072314,332219.114628167,4128556.70192105,0
3747,37.2884969,127.1072288,332218.87702504,4128556.35148004,0
3756,37.2884942,127.1072256,332218.587341546,4128556.05758143,0
3763,37.2884919,127.1072218,332218.245355542,4128555.80912974,0
3770,37.2884897,127.107218,332217.903591662,4128555.57177355,0
3802,37.2884918,127.1072217,332218.236268222,4128555.79821174,0
3807,37.2884942,127.1072257,332218.596206724,4128556.05740394,0
3812,37.2884965,127.1072298,332218.964788235,4128556.30532319,0
3816,37.2884986,127.1072336,332219.306329913,4128556.53158393,0
3820,37.2885008,127.1072376,332219.665824065,4128556.76858519,0
3824,37.2885031,127.1072416,332220.02554034,4128557.01668197,0
3828,37.2885055,127.1072459,332220.412074258,4128557.27534179,0
3832,37.288508,127.1072504,332220.816560639,4128557.54474214,0
3836,37.2885102,127.1072551,332221.238110928,4128557.78050106,0
3840,37.2885121,127.1072598,332221.658994776,4128557.98297353,0
3844,37.2885138,127.1072644,332222.070569153,4128558.16343252,0
3848,37.2885151,127.107269,332222.48125496,4128558.29950957,0
3852,37.2885162,127.1072734,332222.873766132,4128558.41375062,0
3856,37.2885171,127.1072782,332223.301293713,4128558.50509077,0
3860,37.2885176,127.1072835,332223.772258609,4128558.55116156,0
3864,37.2885173,127.1072892,332224.276907112,4128558.5077585,0
3868,37.2885164,127.1072949,332224.780222812,4128558.39778253,0
3872,37.2885157,127.1073005,332225.275117617,4128558.31017505,0
3876,37.2885146,127.1073058,332225.742528373,4128558.17871809,0
3880,37.2885135,127.107311,332226.201073972,4128558.04743863,0
3884,37.2885123,127.1073163,332226.668262623,4128557.90488623,0
3896,37.2885109,127.1073206,332227.046355282,4128557.74191767,0
3906,37.2885095,127.1073251,332227.442178302,4128557.57859417,0
3911,37.2885081,127.1073293,332227.811405815,4128557.41580313,0
3917,37.2885066,127.1073337,332228.198141561,4128557.24156166,0
3923,37.2885051,127.1073381,332228.58487732,4128557.06732021,0
3929,37.2885035,127.1073425,332228.971390968,4128556.88198328,0
3936,37.2885017,127.1073473,332229.392921077,4128556.67374548,0
3942,37.2885002,127.1073516,332229.770791712,4128556.49968156,0
3949,37.2884985,127.1073563,332230.18367881,4128556.30271676,0
3967,37.2885003,127.1073515,332229.762148664,4128556.51095453,0
3971,37.2885019,127.107347,332229.366769808,4128556.6964689,0
3974,37.2885035,127.1073426,332228.980256143,4128556.8818058,0
3977,37.2885053,127.1073378,332228.558726054,4128557.09004363,0
3980,37.2885071,127.1073326,332228.101735286,4128557.29899139,0
3983,37.2885089,127.1073273,332227.635879362,4128557.50811666,0
3986,37.2885108,127.1073224,332227.205706292,4128557.72762753,0
3989,37.2885131,127.1073181,332226.829612818,4128557.9904555,0
3992,37.2885159,127.1073145,332226.516686246,4128558.30751857,0
3995,37.2885188,127.1073112,332226.230577351,4128558.63514471,0
3998,37.2885216,127.107308,332225.953111519,4128558.95149788,0
4001,37.2885247,127.1073047,332225.667446936,4128559.30131502,0
4004,37.2885277,127.1073013,332225.372695071,4128559.64021416,0
4007,37.2885308,127.1072977,332225.06043502,4128559.99056377,0
4010,37.2885341,127.1072945,332224.784079955,4128560.36239444,0
4013,37.2885374,127.1072915,332224.525455255,4128560.73387016,0
4016,37.2885408,127.1072887,332224.284783058,4128561.1160864,0
4019,37.2885443,127.1072862,332224.070928529,4128561.5088657,0
4022,37.2885481,127.1072839,332223.875470774,4128561.93457651,0
4025,37.2885521,127.1072825,332223.760243838,4128562.38088094,0
4028,37.2885562,127.1072818,332223.707295239,4128562.83703849,0
4031,37.2885606,127.1072818,332223.717069238,4128563.32524011,0
4034,37.2885647,127.1072827,332223.805963345,4128563.7785579,0
4037,37.2885683,127.1072838,332223.911477095,4128564.17604327,0
4071,37.2885723,127.1072849,332224.017879384,4128564.6179106,0
4074,37.288576,127.1072861,332224.132480424,4128565.02631398,0
4106,37.2885797,127.1072877,332224.282542117,4128565.43400742,0
4111,37.2885841,127.1072891,332224.416428415,4128565.91972428,0
4114,37.288588,127.1072911,332224.602395016,4128566.34889877,0
4117,37.288592,127.1072926,332224.744257908,4128566.79005618,0
4120,37.2885959,127.1072939,332224.868168323,4128567.22047307,0
4123,37.2885996,127.1072954,332225.009364785,4128567.62834401,0
4153,37.2886032,127.107296,332225.070552627,4128568.0267168,0
4157,37.2886073,127.1072975,332225.212637607,4128568.47896971,0
4160,37.2886114,127.1072989,332225.345857411,4128568.9314001,0
4163,37.2886155,127.1073006,332225.505672689,4128569.38329805,0
4166,37.2886198,127.1073021,332225.648201898,4128569.85774195,0
4169,37.2886239,127.1073041,332225.834612631,4128570.30910745,0
4172,37.2886277,127.1073059,332226.00262662,4128570.72754145,0
4175,37.2886312,127.107308,332226.196569676,4128571.11215653,0
4178,37.2886343,127.1073107,332226.442815141,4128571.45132475,0
4181,37.2886373,127.1073137,332226.715433934,4128571.77886505,0
4184,37.28864,127.1073172,332227.031712105,4128572.07223148,0
4187,37.2886424,127.107321,332227.373919334,4128572.331779,0
4190,37.2886446,127.1073251,332227.742277755,4128572.5686031,0
4193,37.2886463,127.1073296,332228.144986134,4128572.74923985,0
4196,37.2886477,127.1073344,332228.573623578,4128572.8960577,0
4199,37.2886487,127.1073394,332229.019102804,4128572.99813865,0
4202,37.2886494,127.1073447,332229.490511102,4128573.06640071,0
4205,37.2886496,127.10735,332229.960808747,4128573.07918534,0
4208,37.2886496,127.1073553,332230.430662134,4128573.06977901,0
4211,37.2886494,127.1073607,332230.908936425,4128573.03800425,0
4214,37.288649,127.107366,332231.377901303,4128572.98421601,0
4217,37.2886483,127.1073713,332231.846199807,4128572.89714133,0
4220,37.2886473,127.1073765,332232.304966787,4128572.77695767,0
4223,37.2886462,127.1073815,332232.745781334,4128572.64603349,0
4226,37.2886448,127.1073865,332233.185929521,4128572.48182286,0
4229,37.2886431,127.1073914,332233.616546193,4128572.28450326,0
4232,37.2886413,127.1073962,332234.038075605,4128572.07626566,0
4235,37.2886395,127.1074009,332234.450739873,4128571.86820556,0
4238,37.2886378,127.1074057,332234.872491447,4128571.6710635,0
4241,37.288636,127.1074103,332235.276290594,4128571.46318091,0
4244,37.2886343,127.107415,332235.689177044,4128571.26621637,0
4247,37.2886323,127.1074196,332236.092531991,4128571.03614284,0
4250,37.2886303,127.1074243,332236.50475212,4128570.80589186,0
4253,37.288628,127.1074287,332236.889710432,4128570.54288684,0
4256,37.2886255,127.1074327,332237.238763883,4128570.25840073,0
4259,37.2886227,127.1074365,332237.569420681,4128569.94098311,0
4262,37.2886196,127.1074398,332237.855085343,4128569.59116638,0
4265,37.2886163,127.1074428,332238.113710308,4128569.21969108,0
4268,37.2886127,127.1074454,332238.336208294,4128568.81563919,0
4271,37.2886092,127.1074477,332238.532332931,4128568.42321521,0
4274,37.2886054,127.1074497,332238.701195746,4128567.99803717,0
4277,37.2886016,127.1074515,332238.852328254,4128567.57321406,0
4280,37.2885977,127.107453,332238.976643168,4128567.13782788,0
4283,37.2885938,127.1074541,332239.065497439,4128566.70315157,0
4286,37.2885897,127.1074547,332239.109581664,4128566.24717162,0
4289,37.2885858,127.107455,332239.12751463,4128565.81391506,0
4292,37.2885817,127.1074547,332239.091812371,4128565.35953232,0
4295,37.2885777,127.107454,332239.020871559,4128564.91695495,0
4298,37.2885738,127.1074528,332238.905827023,4128564.48636041,0
4301,37.2885699,127.1074513,332238.764186975,4128564.05629828,0
4304,37.288566,127.1074498,332238.622546914,4128563.62623615,0
4307,37.2885622,127.1074481,332238.463398619,4128563.20762445,0
4310,37.2885583,127.1074465,332238.312893362,4128562.7777398,0
4313,37.2885545,127.1074449,332238.162610207,4128562.35895063,0
4316,37.2885507,127.1074433,332238.01232704,4128561.94016148,0
4319,37.2885468,127.1074417,332237.861821743,4128561.51027683,0
4322,37.2885429,127.1074401,332237.711316429,4128561.08039218,0
4325,37.2885391,127.1074383,332237.543302879,4128560.66195797,0
4328,37.2885353,127.1074364,332237.366424141,4128560.24370123,0
4331,37.2885315,127.1074344,332237.180680214,4128559.82562196,0
4334,37.2885277,127.1074326,332237.012666617,4128559.40718776,0
4337,37.2885238,127.1074308,332236.844430884,4128558.97765807,0
4340,37.28852,127.1074288,332236.65868691,4128558.55957881,0
4343,37.2885161,127.107427,332236.490451146,4128558.13004913,0
4346,37.2885123,127.107425,332236.304707136,4128557.71196988,0
4349,37.2885085,127.1074232,332236.136693458,4128557.29353569,0
4352,37.2885047,127.1074214,332235.968679766,4128556.87510151,0
4355,37.288501,127.1074196,332235.800888177,4128556.46776281,0
4358,37.2884972,127.1074178,332235.632874455,4128556.04932864,0
4361,37.2884934,127.1074159,332235.455995539,4128555.63107193,0
4364,37.2884895,127.1074141,332235.287759666,4128555.20154227,0
4367,37.2884857,127.1074123,332235.119745895,4128554.7831081,0
4370,37.288482,127.1074105,332234.951954231,4128554.37576943,0
4373,37.2884783,127.1074087,332234.784162551,4128553.96843075,0
4376,37.2884747,127.107407,332234.625458157,4128553.5720101,0
4379,37.2884711,127.1074053,332234.466753748,4128553.17558946,0
4382,37.2884677,127.1074038,332234.326223929,4128552.80100485,0
4385,37.2884642,127.1074022,332234.176606797,4128552.41550222,0
4388,37.2884607,127.1074005,332234.018124469,4128552.03017708,0
4391,37.288457,127.1073989,332233.868063068,4128551.62248348,0
4394,37.2884531,127.1073971,332233.699827044,4128551.19295384,0
4397,37.2884493,127.1073954,332233.540678308,4128550.77434223,0
4400,37.2884453,127.1073937,332233.381085315,4128550.33353964,0
4403,37.2884416,127.1073919,332233.213293493,4128549.92620099,0
4406,37.2884377,127.10739,332233.036192224,4128549.49684884,0
4409,37.288434,127.1073879,332232.841804819,4128549.09004263,0
4412,37.2884304,127.1073856,332232.629909154,4128548.69468686,0
4415,37.2884268,127.1073831,332232.400283097,4128548.29968604,0
4418,37.2884233,127.1073806,332232.170879146,4128547.91578072,0
4421,37.2884198,127.107378,332231.93260999,4128547.53205288,0
4424,37.2884164,127.1073754,332231.694562938,4128547.15942054,0
4427,37.288413,127.1073726,332231.438785492,4128546.78714316,0
4430,37.2884096,127.10737,332231.200738399,4128546.41451083,0
4433,37.2884062,127.1073672,332230.944960912,4128546.04223346,0
4436,37.2884029,127.1073642,332230.671675152,4128545.68140654,0
4439,37.2883998,127.107361,332230.38110325,4128545.34312557,0
4442,37.2883968,127.1073577,332230.081888261,4128545.01611757,0
4445,37.2883939,127.1073542,332229.765165001,4128544.70056003,0
4448,37.2883912,127.1073504,332229.422290403,4128544.40772591,0
4451,37.2883887,127.1073465,332229.070994852,4128544.13726027,0
4454,37.2883864,127.1073425,332228.711278345,4128543.8891631,0
4457,37.2883844,127.1073383,332228.334497824,4128543.67470738,0
4460,37.2883824,127.107334,332227.948852092,4128543.46042915,0
4463,37.2883808,127.1073294,332227.53749929,4128543.29106535,0
4466,37.2883794,127.1073248,332227.126590731,4128543.14389254,0
4469,37.2883783,127.10732,332226.69861817,4128543.03036119,0
4472,37.2883777,127.1073153,332226.280621444,4128542.97212984,0
4475,37.2883773,127.1073107,332225.871934164,4128542.935912,0
4478,37.2883773,127.1073059,332225.446405031,4128542.94443112,0
4481,37.2883773,127.1073009,332225.003145516,4128542.95330522,0
4484,37.2883775,127.107296,332224.569195459,4128542.98419284,0
4487,37.2883778,127.1072911,332224.135467538,4128543.02617598,0
4490,37.2883784,127.1072861,332223.693540835,4128543.1016231,0
4493,37.2883793,127.1072812,332223.261145733,4128543.21017923,0
4496,37.2883803,127.1072764,332222.837837969,4128543.32965339,0
4499,37.2883815,127.1072715,332222.4061093,4128543.47149604,0
4502,37.2883829,127.1072667,332221.983690108,4128543.63535221,0
4505,37.288384,127.1072621,332221.578334897,4128543.76556695,0
4508,37.2883854,127.1072573,332221.155915735,4128543.92942316,0
4511,37.288387,127.1072527,332220.751671244,4128544.11511541,0
4514,37.2883885,127.1072482,332220.356069821,4128544.28953469,0
4517,37.2883902,127.1072436,332219.952047501,4128544.48632246,0
4520,37.2883918,127.107239,332219.547803064,4128544.67201477,0
4523,37.2883933,127.1072343,332219.134471309,4128544.84678909,0
4526,37.2883946,127.1072296,332218.720695292,4128544.99937245,0
4529,37.2883961,127.1072248,332218.298498384,4128545.1743243,0
4532,37.2883974,127.1072201,332217.884722394,4128545.3269077,0
4535,37.2883989,127.1072151,332217.44479514,4128545.50221457,0
4538,37.2884004,127.1072101,332217.004867906,4128545.67752147,0
4541,37.2884018,127.107205,332216.555853356,4128545.84191039,0
4544,37.2884031,127.1071999,332216.106616679,4128545.99520385,0
4547,37.2884045,127.1071948,332215.65760216,4128546.15959283,0
4550,37.288406,127.1071897,332215.208809806,4128546.33507731,0
4553,37.2884073,127.1071846,332214.759573177,4128546.48837084,0
4556,37.2884087,127.1071796,332214.319423896,4128546.6525824,0
4559,37.28841,127.1071748,332213.896782854,4128546.80534349,0
4562,37.2884113,127.10717,332213.474141829,4128546.95810461,0
4565,37.2884126,127.1071652,332213.051500819,4128547.11086575,0
4568,37.2884139,127.1071603,332212.619994637,4128547.26380441,0
4571,37.2884153,127.1071555,332212.197575805,4128547.42766108,0
4574,37.2884168,127.1071509,332211.793109512,4128547.60225828,0
4577,37.2884186,127.1071461,332211.371579319,4128547.81049697,0
4580,37.2884206,127.1071416,332210.977089005,4128548.04039416,0
4583,37.2884227,127.1071373,332210.600551238,4128548.28103188,0
4586,37.2884251,127.1071333,332210.251275506,4128548.55442359,0
4589,37.2884278,127.1071296,332209.929261807,4128548.8605693,0
4592,37.2884306,127.1071262,332209.634065841,4128549.17727801,0
4595,37.2884335,127.1071229,332209.347957238,4128549.50490473,0
4598,37.2884367,127.1071199,332209.08911067,4128549.86528543,0
4601,37.2884401,127.107117,332208.839573618,4128550.24767963,0
4604,37.2884436,127.1071144,332208.616854298,4128550.64063683,0
4607,37.2884473,127.1071124,332208.447770401,4128551.05472002,0
4610,37.288451,127.1071107,332208.305282068,4128551.46827071,0
4613,37.2884548,127.1071094,332208.198476634,4128551.8922069,0
